Signature_genes	cardiac_muscle_cell	cardiac_neuron	endocardial_cell	endothelial_cell	fibroblast	leukocyte	myofibroblast_cell	smooth_muscle_cell
ENSG00000004776.7	1.631278853	0	0.06679299	0.080129404	0.017403561	0.008913483	0.103006679	0.425789087
ENSG00000177283.4	0.01661801	0.22486665	0.01520067	0.06048892	0.01635548	0	0.10275108	0
ENSG00000197616.7	4.25974455	0	0.04652123	0.20528501	0.06272528	0.08828586	0.10007139	0
ENSG00000137558.3	0.002097443	0	0.000152862	0.006149414	0.228514073	0	0.099630122	0.003989237
ENSG00000135636.9	0.116949896	0.002937545	0.112171434	0.326426266	0.001071872	0	0.098805559	0.189956068
ENSG00000164434.7	0.002498833	0.656911174	0	0	0.002435687	0	0.098387711	0
ENSG00000169604.15	0.08694868	0.491866522	0.013436666	0.002729162	0.353546526	0	0.097466916	0.023119623
ENSG00000162174.8	0.18006907	0.51852339	0.02020992	0.06069268	0.05828925	0.01743977	0.09717502	0
ENSG00000161649.8	0.118978274	0	0.342877162	2.167830439	0.011629703	0.04030623	0.095866262	0.001155204
ENSG00000106772.13	0.13395921	0	0.02284148	0.01494272	0.02352523	0.90266538	0.09547642	0
ENSG00000198121.9	0.05173195	1.8285913	0.02435343	0.01525652	0.99771557	0.07997438	0.09531652	0
ENSG00000139329.4	0.25073316	0.01231186	0.85235788	0.04923087	3.68079986	0.04406866	0.09507349	0.00464577
ENSG00000172578.7	0.02667434	0	0.57802665	0.21528988	0.01467111	0.46032124	0.09476044	0
ENSG00000157150.4	0.112568148	0.002392385	0.006866992	2.236391684	0.005406807	0.000225865	0.093354278	0
ENSG00000116141.11	0.01639733	0	0	0.01072917	0.01589231	0	0.0916415	0.47399687
ENSG00000121769.3	2.73180219	0	0.06227266	0.16026655	0.02821465	0.02027532	0.09146886	0
ENSG00000108515.13	2.72284093	0.11889982	0.02355416	0.10465187	0.041775	0.05079916	0.09145456	0.27805802
ENSG00000120549.11	0.06702445	0.2585128	0.08795887	0.53144717	0.0251955	0.01824056	0.09098902	0.16218748
ENSG00000149575.5	0.02035758	0	0	0	0.01501706	0.02779857	0.08982996	0.42096067
ENSG00000103534.12	0	0	0	0	0	0	0.08947769	0.05109215
ENSG00000102755.6	0.148755362	0	1.176282973	1.956339033	0.014332007	0.000832206	0.08919877	0
ENSG00000176046.7	0.024009163	0.001143982	0.142961591	0.022339872	0.798047987	0.168474863	0.088409933	0
ENSG00000077782.15	0.10023061	0.60289825	0.28666095	0.10690698	0.71836323	0.25258181	0.08837677	0.42671702
ENSG00000161281.6	1.77027548	0.03266326	0.02070949	0.10000486	0.03049467	0.0411678	0.0882456	0
ENSG00000128606.8	0.008925803	0	0	0.002908987	0.731088001	0.000132989	0.088145629	0.228207694
ENSG00000137198.5	0.812192306	0	0.024818604	0.218130869	0.009511361	0.034419815	0.088063516	0
ENSG00000146376.6	0.05886902	0.002272472	0.082079001	0.824488971	0.03022706	0.457186792	0.087877246	0.001341848
ENSG00000189409.8	0.012887041	0.168899022	0.000427112	0.004208996	1.086161462	0.015412377	0.087804648	0
ENSG00000164128.2	1.46E-01	0.00E+00	6.10E-04	5.89E-05	1.43E-02	0.00E+00	8.57E-02	5.04E-01
ENSG00000046653.10	0.094206353	2.745521827	0.018572633	0.026833245	1.601303637	0.003744618	0.085508331	0.001341848
ENSG00000131477.6	0.099108621	0.310189263	1.810100059	1.556316209	0.851381381	0.006354706	0.084215281	0
ENSG00000178695.4	0.008875595	0.184887393	0.110193487	0.168358189	0.042574579	0.874717455	0.082818179	0.007092339
ENSG00000156298.8	0.702182004	1.115446644	0.594732212	2.39167343	0.153730868	0.003581982	0.082702543	0.442089697
ENSG00000130762.10	2.84E-04	6.69E-01	8.10E-03	0.00E+00	5.83E-05	0.00E+00	8.26E-02	0.00E+00
ENSG00000162591.11	0.000199231	0	0.357521577	0.002036871	0.031300569	0	0.08190671	0
ENSG00000130635.11	0.046487006	0.394768211	0.00690624	0.001331771	0.432866007	0.012017653	0.079776563	0
ENSG00000188783.5	0.057970661	0	0.274743671	0.049038854	1.061841676	0.000447152	0.079495273	0.136037445
ENSG00000015285.6	0.00E+00	3.39E-03	1.80E-04	2.95E-04	4.97E-05	3.18E-01	7.89E-02	0.00E+00
ENSG00000120156.16	0.07333685	0	0.98152006	0.84445541	0.16549792	0.0110397	0.07852604	0
ENSG00000049540.12	0.06858746	0.00342615	0.25451239	0.06363593	1.01337273	0.03069883	0.07830421	0.06993894
ENSG00000117632.16	0.06657606	1.37447051	0.17390095	0.16274997	0.04996453	0.13711489	0.07786208	0
ENSG00000088387.13	0.104750238	0.004436332	0.333623473	0.516737243	0.046068351	0.01251976	0.076658771	0.099682147
ENSG00000145506.9	0	0.746480872	0.000250143	0.000658883	0.055465328	0	0.076147517	0
ENSG00000163145.8	0.069972753	0.00113142	0.077929387	0.016711713	0.966959408	0.000473237	0.075040309	0.512681622
ENSG00000204882.3	0.008482637	0	0	0	0.010135128	0	0.074180206	1.163050314
ENSG00000151150.16	0.29094564	1.689611612	0.000516784	0.005348208	0.007009667	0.000553946	0.074127068	0.076516541
ENSG00000132170.15	0.02170665	0	0.0415782	0.64104686	0.0255531	0.05191824	0.0740305	0
ENSG00000170558.4	0.40384122	0.59301339	0.02624912	0	0.02695975	0	0.07248171	0
ENSG00000240583.6	0.165746955	0	0.082179996	2.59867771	0.023499409	0.001121124	0.072064699	0
ENSG00000003987.9	0.008998758	0.003382595	0	0.000922507	0.00355352	0	0.071614422	0.163310221
ENSG00000058866.10	0.009286509	0	0	0.002320184	0.000128803	0.019856761	0.071487931	0.518465834
ENSG00000183801.3	0.017747151	0.073820888	0.000917026	0.004219172	0.735886629	0.026007804	0.071384297	0.005332721
ENSG00000124225.11	0.05997832	0.93736116	0.0741966	0.05655208	0.45829781	0.05755037	0.07133021	0.1521187
ENSG00000103811.11	0.27547113	0.12840263	2.6693961	0.05239256	0.7916727	2.45135594	0.07105802	0.01627335
ENSG00000173786.12	0.174346728	3.500683797	0.085002768	0.158947302	0.193849933	0.608825259	0.069403003	0.007092339
ENSG00000073060.11	0.10201158	0.56164725	0.06331903	1.33000426	0.02606829	0.29148007	0.0687482	0.03196424
ENSG00000198523.5	2.60823904	0	0.07893786	0.11289083	0.0187618	0.0453289	0.06810243	1.23827349
ENSG00000068001.9	0.17748233	0.15231019	1.05653024	0.5490675	0.14380051	0.26494663	0.06707501	0
ENSG00000108179.9	0.77569993	0.02313081	0.02458056	0.03708526	0.03535113	0.03010815	0.06700173	0.0791908
ENSG00000131981.11	0.894184188	1.076178608	0.000968138	0.021768774	0.019147638	0.901266609	0.066641296	0.163441495
ENSG00000250479.4	2.58294589	0.0525368	0.05070081	0.19248993	0.03635593	0.06029849	0.06602333	0.7461357
ENSG00000182851.2	0.22363268	0.00113142	0.204635107	3.337688941	0.007696691	0.001834073	0.065908536	0
ENSG00000154358.15	1.903222942	0	0.047208279	0.059791763	0.008244461	0.031801508	0.065805027	0
ENSG00000168530.11	2.47627077	0	0.03068602	0.12793732	0.02126499	0.01745746	0.06551876	0
ENSG00000100628.7	1.316537104	0	0.000175352	0.007475243	0.218194919	0.065247295	0.065448343	1.403869699
ENSG00000121577.9	1.21530664	0	0.0984322	0.02170989	0.08026921	0	0.06442191	0
ENSG00000100302.6	0	0	0.008723928	0.008496663	0.009091932	0	0.063197419	0.479376936
ENSG00000141736.9	0.02038804	0.56443073	0.05089857	0.0635626	0.05108755	0	0.06313931	0.25472125
ENSG00000120278.10	0.033239852	0.355548276	0.120851793	0.482755283	0.018538779	0.002536379	0.062750185	0
ENSG00000167642.8	0.456952857	0.002937545	1.342088189	0.129793615	0.01415292	0.09239134	0.061227543	0.604242193
ENSG00000177464.4	0.037279489	0	0.313665543	0.796292044	0.003445243	0	0.060622727	0
ENSG00000074527.7	0.00E+00	1.57E-01	8.45E-02	7.41E-05	9.90E-02	0.00E+00	6.06E-02	4.75E-01
ENSG00000162723.5	0.00E+00	0.00E+00	4.49E-02	8.91E-05	8.30E-03	1.06E+00	6.04E-02	0.00E+00
ENSG00000188559.9	0.17502382	0	0.31873284	0.03192217	0.01289142	0.0301702	0.06034565	0.4793269
ENSG00000137054.11	0.14326836	0	0.06661423	0.03132249	0.04813626	0.03521033	0.05977368	0.51944812
ENSG00000176971.2	0.01073846	0.652532006	0.020562516	0.003521802	0.670760248	0.000839844	0.0595411	0.179748079
ENSG00000177076.4	0.075831626	0	1.171664386	0.220584891	0.017665308	0.006663581	0.058675422	0
ENSG00000182957.11	0.10626087	0.43396946	0.06124307	0.31847429	0.01748038	0.04275146	0.05842263	0
ENSG00000110079.12	0.008237044	0	0.000549031	0.007218172	1.145036916	0.013568945	0.058223879	0
ENSG00000122367.15	2.12123822	0	0.01652998	0.08899288	0.016759	0.02312054	0.05793988	0.31981729
ENSG00000143196.4	0.117605347	0.017626083	0.006499831	0.045858331	3.65185534	0.074132931	0.057885056	0.004926632
ENSG00000176894.5	0.40756349	0.223180956	0.070620471	0.028505112	0.011795707	0.004771833	0.056785573	0
ENSG00000172399.5	2.04805551	0	0.04118984	0.1191653	0.01824843	0.01730904	0.05640589	0
ENSG00000142279.8	0.10161236	0.0084318	0.02072213	0.05150389	0.05214779	0.0972666	0.05611908	1.8123958
ENSG00000105538.4	0.10205839	0.00113142	1.02170377	1.41314404	0.01166283	0	0.05607546	0
ENSG00000103187.6	0.001117168	0.58411873	0.016090164	0.02537019	0.134948654	1.380155456	0.05548036	0.003946258
ENSG00000157470.7	5.41E-03	0.00E+00	0.00E+00	2.95E-04	6.55E-03	8.71E-05	5.53E-02	5.04E-01
ENSG00000143797.7	0.15621309	1.05731899	0.01478505	0.04905982	0.04066492	0	0.05497834	0
ENSG00000077942.13	0.741527038	0.014983128	0.022887691	0.079613517	3.724313151	0.068557273	0.054105416	0.006675377
ENSG00000163517.10	0.131640535	0	0.001861614	0.0011596	0.011942254	0.022097782	0.053867909	0.22958718
ENSG00000104879.4	2.40123238	0	0.04906893	0.08982469	0.01174865	0.04365593	0.05377374	0
ENSG00000037280.11	0.048647105	0	0.192086083	0.329111249	0.000905666	0	0.053730395	0
ENSG00000113555.4	3.97E-04	0.00E+00	1.02E-04	3.05E-01	1.14E-05	0.00E+00	5.33E-02	0.00E+00
ENSG00000157600.7	0.02380846	0.04606891	0.42802536	0.03691348	0.06398726	0.15155214	0.05218452	0
ENSG00000054598.5	6.87E-04	0.00E+00	9.04E-01	3.80E-02	6.61E-02	8.03E-05	5.20E-02	3.11E-01
ENSG00000129744.2	1.131129756	0	0.03490601	0.008287756	0.004589443	0	0.051895005	0
ENSG00000113657.8	0.0525121	0.43525114	0.40381071	0.36296096	0.99387024	0.03174197	0.05136017	0
ENSG00000170458.9	0.004687118	0.110457209	0.001058422	0.006447226	0.02935817	2.446723981	0.051272009	0.002016498
ENSG00000137672.8	0	0	0.054140007	0	0.001821593	0	0.051225351	0.24431539
ENSG00000137941.12	0.001086344	0	0.016930696	0.157712996	0.009944683	0.000546308	0.050430115	0.293586833
ENSG00000198844.6	0.056889895	0	0.213456484	0.694484975	0.001755678	0.000113458	0.049297347	0
ENSG00000078596.6	0.050034401	1.175879056	0.354454464	0.156591919	0.793401068	0.003278548	0.049257382	0.000683337
ENSG00000078053.12	0	0.581911204	0	0	0.005012225	0.000422616	0.048169353	0
ENSG00000142632.12	0.120750007	0.658934467	0	0.004017334	0.029498529	0	0.047993019	0
ENSG00000122862.4	0.090766105	0	0.361688789	1.624051217	0.042961823	1.327523026	0.047944335	0.001690254
ENSG00000113504.15	0.336440881	0	0.34031892	0.181857047	0.002767096	0.155355245	0.047731423	0
ENSG00000141052.13	0.725727151	0	0.006955756	0.005251515	0.004891858	0	0.047218695	0.699257789
ENSG00000181409.7	0.017062316	0.640935821	0.027712587	0	0.017551038	0.008508055	0.046709312	0.014917235
ENSG00000120885.15	3.49692181	0.11847545	2.46809168	0.42041852	0.13122194	0.04794078	0.04659258	1.34937427
ENSG00000240654.2	0.077090113	0	0.001281441	1.528019395	0.003261867	0	0.046364051	0
ENSG00000141161.7	1.191440806	0	0.410435592	0.958615405	0.014561285	0.000229693	0.046357021	0
ENSG00000153162.8	0.016957444	0	0.910989414	0.331274604	0.090511712	0.003440143	0.045772621	0.47854311
ENSG00000185909.10	0.104103122	0	0.126842107	0.053919666	0.050219696	0.000766164	0.045676341	0.752624492
ENSG00000104219.8	0.009958517	0.27636741	0.055982229	0.036026724	0.006090107	0.021556803	0.045450269	0.048181663
ENSG00000091409.10	0.118500269	0.231833093	0.329324131	0.821891399	0.003916446	0.090609721	0.044221169	0.001155204
ENSG00000139211.5	0.00233335	0	0.81706448	0.04931242	0.01066616	0	0.04415941	0.52087576
ENSG00000221986.2	3.07744424	0	0.07264749	0.17943172	0.02634419	0.04664241	0.04400585	0
ENSG00000085063.10	0.64443278	2.99476457	1.95743321	0.38836842	0.10202158	0.01030345	0.04338256	0.03693283
ENSG00000144741.13	0.47559706	0	0.04137788	0.04363364	0.02462274	0.03906169	0.04334518	0.20086104
ENSG00000111261.9	0.022168091	0.027292326	0.072084629	0.081397328	0.010169464	0.004649967	0.042940751	0.279390732
ENSG00000114854.3	2.64728857	0	0.05138383	0.15066983	0.02573025	0.06128077	0.04281779	0
ENSG00000129116.13	0.46489424	0.26469473	0.16443019	0.07281107	0.03380279	0.12529535	0.04278391	1.68709287
ENSG00000153208.12	0.001167008	0.001599166	0.076137795	0.096368335	0.012029033	0.246175961	0.042683021	0.339951114
ENSG00000091482.5	2.34483144	0	0.01236646	0.09518287	0.01870176	0.02540012	0.04207315	0
ENSG00000137834.10	0.03147064	0.0549167	0.57771384	0.07075156	0.03417067	0.01600402	0.042025	0
ENSG00000183230.12	0.18559514	0	0	0	0	0	0.04168556	0.45188932
ENSG00000173848.14	0.031772518	0.063657352	0.342576745	0.223465956	0.008807163	0.056881865	0.041683092	0.91027638
ENSG00000108622.6	0.098955631	0.003058965	1.523008552	1.645362029	0.004208309	0.094713656	0.040812423	0.001057835
ENSG00000182240.11	0.065853337	0.127537294	1.893490163	0.154693967	0.396849994	0.000132184	0.040525141	0
ENSG00000131435.8	0.347157755	1.871782075	0.313212708	0.175789342	0.007135787	0.604989981	0.040390297	0.003127352
ENSG00000145632.10	0.11519047	0.13157615	0.70062673	1.00870637	0.02247884	0.18899933	0.04035562	0
ENSG00000165810.12	0.028349572	0	0.002613488	0.702245722	0.002685377	0.003228194	0.04029569	0.003422486
ENSG00000148677.6	2.248642572	0	0.040046682	0.096488564	0.017448087	0.006622493	0.039701557	0
ENSG00000167703.10	0.00104401	0.267116378	0.015561771	0.002258761	0.016953258	0.623164085	0.039593433	0.005332721
ENSG00000105894.7	0.009007383	1.188446256	0.019653118	0.011506366	0.062762089	0.001598662	0.039529375	0
ENSG00000196411.5	0.093994324	0	0.571338935	0.450603224	0.072373251	0.001065927	0.039178232	0
ENSG00000134716.5	0.000469831	1.81592969	0.031569617	0.124795195	0.074825996	0.019666279	0.038791435	0
ENSG00000123560.9	0.11037999	3.32467947	0.05399334	0.02422245	0.02042554	0.02695859	0.03874021	0.01350716
ENSG00000197565.11	3.42E-03	1.36E-03	7.55E-03	4.70E-04	3.27E-01	6.03E-05	3.85E-02	4.05E-02
ENSG00000120457.7	4.40E-01	0.00E+00	1.65E-02	0.00E+00	5.56E-05	0.00E+00	3.83E-02	0.00E+00
ENSG00000132613.10	0.002435538	0.341728949	0.021488108	0.038951353	0.009378922	0	0.03780459	0.07287011
ENSG00000100311.12	6.85E-02	4.85E-01	6.88E-02	6.71E-01	6.67E-05	1.03E-01	3.78E-02	3.95E-03
ENSG00000135378.3	0.00521076	0.592792045	0.011435182	0.04734488	0.003714906	0.004993182	0.03767345	0
ENSG00000089127.8	0.000151704	0	0.002939501	0.170663914	0.012676882	0.685386862	0.037420018	0.001155204
ENSG00000130307.7	0.062886273	0	0.465498228	1.601867477	0.002814368	0.003133443	0.037046615	0
ENSG00000102683.6	0.913484794	0	0	0.013048741	0.001224503	0	0.03691743	0
ENSG00000160447.6	0.000113232	0	0.376403068	0.188266984	0.000803987	0.00496553	0.036543934	0
ENSG00000159216.14	0.00060568	0.100002792	0.029923796	0.000961441	0.003885156	0.418717047	0.036201375	0
ENSG00000140986.7	0.30074403	0	0.01844279	0	0	0	0.0361933	0
ENSG00000168899.4	0.258526895	0.101810601	1.031107176	0.414646892	0.204694361	0.082955872	0.035956318	0.003127352
ENSG00000170989.8	0.270206635	0	1.437590377	2.338538641	0.0132744	0.329580202	0.035648975	0.001057835
ENSG00000154736.5	0.03492631	0.03588376	0.10909328	0.0866847	0.7600249	0.03075155	0.03556996	0
ENSG00000100034.9	0.03996784	0.13906207	0.23258014	0.48248722	0.02730843	0.03714738	0.03553836	0
ENSG00000213203.2	0.042141359	0	0.890019254	0.841572831	0.000874543	0.098971064	0.034971066	0
ENSG00000154721.10	0.855779977	0.002689985	1.022003573	1.877301831	0.47885296	0.000479331	0.034921517	0.003989237
ENSG00000197361.5	0.8217825	0	0.03329589	0.03240607	0.01410464	0	0.03463063	0.42193442
ENSG00000160097.11	1.462496628	0	0.000189153	0.047808096	0.04569375	0.019645032	0.034432709	0.002295913
ENSG00000072195.10	0.119954405	0	0	0.000200166	0.007442546	0.024559287	0.034318442	0.297086255
ENSG00000196557.6	0.227774829	0	0	0	0.003388837	0	0.033803381	0.224482277
ENSG00000156885.4	2.86525695	0	0.02141149	0.1355543	0.02889611	0.03813176	0.03379238	0.06047763
ENSG00000108798.4	0.014669323	0.001599166	0.393298368	0.296073456	0.004174004	0.038353368	0.033303379	0.007171262
ENSG00000141480.13	0.005252325	0.018515525	0.010643939	0.031952302	0.032156133	0.450636922	0.033158747	0
ENSG00000027075.9	0.027194442	0	0.513528586	0.673111269	0.001464522	0.146871998	0.032724178	0
ENSG00000129467.9	0.04704105	0	0.83644453	0.7337586	0.04430044	0	0.03265283	0
ENSG00000113578.13	0.310170683	0	0.005069952	0.004845556	0.008690676	0	0.032510724	0.348594174
ENSG00000151365.2	0.154284378	0	0	1.063117666	0.008010869	0.004401362	0.032501477	0
ENSG00000160307.5	0	1.286115585	0.000411464	0.005069658	0.010135098	0.001862191	0.032370041	0
ENSG00000113389.11	1.28E-02	0.00E+00	2.18E+00	2.40E-02	5.21E-02	5.69E-05	3.20E-02	0.00E+00
ENSG00000062282.10	0.501265725	0	0.005224532	0.011989954	0.019377301	0.002770781	0.031687849	0
ENSG00000123329.13	0.003835717	0.003296302	0	0.000536806	0.000427771	0.753535412	0.030554319	0.003946258
ENSG00000073670.9	0.036402335	0.622113863	0	0	0.004346556	0	0.029992695	0
ENSG00000136153.15	0.574633957	0	0.247820825	0.458707325	0.008506379	0.000174163	0.02958081	0.044415785
ENSG00000173641.13	1.37141717	0	0.03523877	0.04822804	0.03523841	0.03490675	0.029539	0.21643682
ENSG00000185561.8	0.04471258	0	0.61889297	0.02458208	0.098197	0.05644292	0.02935385	0
ENSG00000187581.2	1.22283734	0	0.009669762	0.038745364	0.012704697	0.002214103	0.029101159	0
ENSG00000006740.12	0.179831974	0	0.171449191	0.003813839	0.201823682	0	0.029037635	1.063285565
ENSG00000170801.5	0.214527945	0.223371936	0.042072169	0.036272443	3.239233795	0.027519204	0.028652574	0.004926632
ENSG00000077522.8	2.357030318	0.002189272	0.040034719	0.11688579	0.010064508	0.017829809	0.028631842	0
ENSG00000148908.10	0.002153735	0.088886837	0.002236251	0.031450272	0.120722723	1.313175891	0.028475001	0.002497052
ENSG00000167332.7	4.36E-03	0.00E+00	1.56E-04	0.00E+00	1.07E-05	0.00E+00	2.74E-02	6.35E-01
ENSG00000147799.7	0.00086357	0.289116684	0.001679932	0.01026836	0.026477816	0.099822393	0.026493766	0
ENSG00000213064.5	0.15275816	0.07201329	0.47694102	0.11828807	0.08792851	0.34344637	0.02646553	0.09831787
ENSG00000157093.4	0.00E+00	0.00E+00	0.00E+00	5.56E-05	5.64E-06	2.14E-02	2.64E-02	2.22E-01
ENSG00000153179.7	0.20716987	0	0.08734826	0.25698452	0.01528181	0.06633697	0.02636645	0.75558448
ENSG00000106780.7	0.000136749	0.776019252	0.115041547	0.049039957	0.031253922	0.000223577	0.026351127	0
ENSG00000166289.5	0.23266281	0	0.08032265	0.05361408	0.76875724	0.01438213	0.02618134	0.15242987
ENSG00000170017.8	0.023973836	0.867546913	0.115009019	0.007299609	0.195178133	0.122981172	0.026022947	0.002016498
ENSG00000021300.9	0.046114636	2.403238733	0.078448685	0.041750606	0.095055632	0.002162838	0.025966587	0
ENSG00000129455.11	0.006323514	1.280129361	0.094928941	0.179222573	0.000384438	0.029513086	0.02568895	0.003946258
ENSG00000069974.11	0.000436829	0	0.250580502	0.10695981	0.001662293	0.009347837	0.025658755	0
ENSG00000139354.6	0.003954873	0.383080762	0.000368708	0.005854947	0.002621374	0.098334399	0.025406704	0
ENSG00000153310.14	0.074070397	0.118129199	0.031761306	0.123752687	0.055111753	0.923507956	0.025344459	0.001155204
ENSG00000178342.4	0.483727962	0	0.099518563	0.011922368	0.004336162	0.048571198	0.025286276	0
ENSG00000112175.6	1.08E-02	0.00E+00	2.25E-04	8.58E-05	2.62E-05	2.19E-04	2.50E-02	2.97E-01
ENSG00000160781.11	0	0.659320692	0.019932799	0.007703117	0.092728925	0	0.024740115	0
ENSG00000196562.10	0.26251462	0.02126084	0.055638	0.01423184	1.20850181	0.6452881	0.02449807	0.14898954
ENSG00000167083.2	0.03814128	0.18762992	0.52856908	0.54648309	0.01862176	0.10412471	0.02426674	0.09455764
ENSG00000073350.9	0.011453689	0	0.064854845	0.071587149	0.001575014	0	0.023977163	0.485173185
ENSG00000122375.7	0.23469181	0	0	0	0	0	0.02391125	0
ENSG00000120937.8	1.284381238	0	0	0.037227208	0.004429557	0.005009308	0.02362452	0
ENSG00000152104.7	0.006664642	0.092838552	1.095505812	0.125524833	0.055655349	0.002024317	0.023409862	0
ENSG00000186994.7	0.05771277	0.11889982	0.51971849	1.36790905	0.07005582	0.08882939	0.02333793	0.24965329
ENSG00000155792.5	0.03612231	1.65216606	0.03278218	0.17993758	0.22603612	0.18928157	0.02280304	0
ENSG00000168913.6	0.07754093	0.98071786	0.04255349	0.03218398	0.04044408	0.08796556	0.02277619	0.11262948
ENSG00000132819.12	0.491336385	0.001664448	0.002911988	0.022074746	0.011987109	0.05502307	0.022770646	0.468472899
ENSG00000115828.11	0.031485742	0.275256003	0.018486192	0.01788127	1.136073083	0.168885662	0.022240752	0.002162122
ENSG00000184254.12	0.056352959	0.719872656	0	0.009678014	0.114862498	0.000163071	0.022212827	0.001057835
ENSG00000197417.7	0.000820051	1.215085367	0.029846602	0.037319771	0.013777462	0	0.021833497	0
ENSG00000135094.6	0.324978708	0	0.020412014	0	0.003426714	0.000172245	0.021657805	0
ENSG00000171303.5	0.972364736	0	0.016098903	0.024738302	0.003702214	0	0.021613503	0.041557582
ENSG00000154930.10	0.892532981	0.181032029	0.018435232	0.079187834	0.003906653	0.088480961	0.021559443	0.039820295
ENSG00000131459.8	0.090705883	0.004942932	0.121574298	0.051900881	0.850573442	0.000470609	0.021547994	0.006952886
ENSG00000198933.5	0.00155133	0	0.224043682	0.128638861	0.000662085	0.082238787	0.021543317	0
ENSG00000197614.6	0.15022237	0.008950129	0.236804973	0.024203129	2.476569839	0.032865969	0.021438185	0.002002804
ENSG00000152457.13	0.050903571	0.151074099	0.006728207	0.024479881	0.024939339	0.527006439	0.021111915	0
ENSG00000066056.9	0.105956354	0	0.933115995	1.702647532	0.002936277	0.016898326	0.020552194	0
ENSG00000170417.10	0.720960707	0	0	0.166786837	0.000545174	0	0.020511721	0
ENSG00000164035.5	0.073429073	0	2.957026672	1.855497153	0.005276013	0.002421858	0.020193814	0.002295913
ENSG00000145882.6	0.0151201	0.04409691	0.38167791	0.06895266	0.05577666	0.04830077	0.02006424	0.02728185
ENSG00000136141.10	0.10990157	0.2852944	0.20819037	0.26313515	0.02495753	0.11849602	0.01995087	0.61269818
ENSG00000128604.14	0.019052823	0	0.001008675	0.006528174	0.09002149	1.039330156	0.019621985	0.001155204
ENSG00000101605.8	1.043100503	0.115812635	0	0.001045185	0.002405385	0.065536271	0.019402641	0.715090042
ENSG00000160161.5	0.239224765	0	0.000225421	0	0.000471936	0	0.019265095	0
ENSG00000164309.10	1.426633836	0	0.001843869	0.018875029	0.010445599	0.002042103	0.019147527	0
ENSG00000164440.10	1.170517163	0	0.054102336	0.073080035	0.009999639	0.055458991	0.019136952	0.003967549
ENSG00000086200.12	0.18648875	0	0.693575937	0.175339159	0.05603803	0.212772648	0.019047841	0.002016498
ENSG00000072135.8	0.007796171	0	0.150042606	0.108914625	0.002981181	1.11959206	0.018633173	0
ENSG00000204257.10	0.015424033	0.001664448	0.056706217	0.00119269	0.007390314	1.511465208	0.01832369	0
ENSG00000174348.9	0.888499883	0.005653827	0	0.024917647	1.286826292	0.03828888	0.018193428	0
ENSG00000104112.4	0.000425017	0.499753658	0.027009177	0.00953351	0.007491917	0	0.017581075	0
ENSG00000157782.5	0.003519732	0	0	0.018068547	0.000790595	0	0.017495811	0.211203277
ENSG00000114737.11	0.3349773	0	0.522694	0.12760215	0.01197318	0.07204663	0.01729554	0.12352081
ENSG00000162444.11	0.049844174	0	0.00074056	0.838188072	0.002189569	0	0.017126916	0
ENSG00000140479.12	0.025139025	0.150463789	0.002401129	0.020874237	0.689242039	0.0239381	0.016861349	0.222346245
ENSG00000124701.5	1.067746509	0	0.013433042	0.030161785	0.001141121	0.007145235	0.016827089	0
ENSG00000106624.4	0.020120166	0.177835557	0.170853952	0.051450903	0.798582069	0.001919324	0.016777789	0
ENSG00000179348.7	0.045401184	0	0.779586342	0.537813854	0.000325742	0	0.016285126	0
ENSG00000099260.6	0.403944617	0	0.651771189	0.894656571	0.005144253	0.000882074	0.016193332	0
ENSG00000117707.11	0.176593682	0	0.15738626	0.007303751	0.003288943	0.00029593	0.015886799	0
ENSG00000173114.8	0.00E+00	4.31E-01	0.00E+00	1.28E-04	2.76E-05	0.00E+00	1.58E-02	0.00E+00
ENSG00000187550.4	0.867500034	0	0.024892879	0.010014661	0.000280144	0.006484575	0.015551904	0
ENSG00000185585.15	0.007738637	1.129192263	0.065794751	0.01629794	0.10184985	0	0.015428061	0.194187692
ENSG00000214530.3	1.4165086	0.0718031	0.0530182	0.02844897	0.03145197	0.05787214	0.01539005	0.04630616
ENSG00000197971.10	0.050791161	1.679733496	0.003330459	0.004869653	0.037724013	0.195575093	0.015301196	0.003964987
ENSG00000129038.11	0.09637741	0.56740874	0.08369144	0.01868941	1.83665655	0.03687894	0.01510641	0.11020846
ENSG00000249992.1	0	0	0.98673306	0.06133935	0.06966493	0.01864153	0.01448727	0
ENSG00000118495.14	0.008676554	0.001498604	0.960661817	0.013134172	0.013526102	0.000208566	0.014399358	0
ENSG00000018280.12	0.000918847	0	0	0.001076552	0.003426301	1.079189162	0.014366015	0.252046397
ENSG00000125810.9	0.12945938	0	2.37259087	2.16736929	0.00655247	0.34370738	0.01435238	0.94231781
ENSG00000128917.5	0.027166732	0.000793219	0.298022329	0.761844226	0.000267577	0.000102435	0.013958401	0
ENSG00000144868.9	0.081018069	0	0.704388263	0.004996084	0.003269872	0.009265713	0.01366266	0
ENSG00000180353.6	0.000132154	0.004895468	0.01746086	0.154546603	0.004850828	1.171135804	0.013638386	0
ENSG00000136960.8	0.06176666	0	0.3191187	0.022101233	0.811706894	0.002777506	0.013476619	0
ENSG00000161940.6	0.028964088	0	0.05276391	0.463738419	0.007620454	0	0.011932313	0
ENSG00000173198.4	0.051813943	0	0.000233561	0	0.000188134	0.411190558	0.011862286	0
ENSG00000206140.5	0.013210622	0	0.000579173	0	0.012225116	0.023973546	0.011632992	0.393399513
