Gene	cardiac_muscle_cell	cardiac_neuron	endocardial_cell	endothelial_cell	fibroblast	leukocyte	myofibroblast_cell	smooth_muscle_cell
ENSCAFG00000011648	0.002028494	3.177160728	0.046455958	0.004580416	0.921159021	0.026071097	0.370589077	0.034624964
ENSCAFG00000002427	1.49500625	0	0.01462818	0.0087609	0.01151099	0.09743152	0.19278776	0.12965987
ENSCAFG00000020166	0.3227569	1.5439228	0.1965838	0.0122915	0.3648547	0	1.6487173	0.4495976
ENSCAFG00000000865	0.06176666	0	0.3191187	0.022101233	0.811706894	0.002777506	0.013476619	0
ENSCAFG00000002377	0.14326836	0	0.06661423	0.03132249	0.04813626	0.03521033	0.05977368	0.51944812
ENSCAFG00000002400	0.497618865	0	0.037779579	0.004595071	0.002248449	0.020403501	0	0
ENSCAFG00000009920	0.812192306	0	0.024818604	0.218130869	0.009511361	0.034419815	0.088063516	0
ENSCAFG00000001441	0.5194476	0.6696583	0.9609833	0.8512317	1.6010461	0.5602693	0.6344815	0.1391526
ENSCAFG00000008193	0.002097443	0	0.000152862	0.006149414	0.228514073	0	0.099630122	0.003989237
ENSCAFG00000007673	0.033962361	0	0.213027912	0.01580727	0.639243586	0.000207474	0.11048753	0
ENSCAFG00000015194	0	0	0.054140007	0	0.001821593	0	0.051225351	0.24431539
ENSCAFG00000014273	0.4476636	0.6796481	1.8426053	0.6396536	0.6845192	0.4637723	0.454128	0.4814421
ENSCAFG00000012859	0.0001578	0	0.011150296	0.000111913	0.008659611	0.527642876	0.323679088	0
ENSCAFG00000017332	0.03147064	0.0549167	0.57771384	0.07075156	0.03417067	0.01600402	0.042025	0
ENSCAFG00000016568	0.1542558	1.0721749	1.4968942	0.9515398	0.4127495	0.6712359	0.3039583	0.4194489
ENSCAFG00000020133	0.005543683	1.046478838	0.019634458	0.064454783	0.019166502	0.000100025	0.515857945	0.457701393
ENSCAFG00000020321	0.001086344	0	0.016930696	0.157712996	0.009944683	0.000546308	0.050430115	0.293586833
ENSCAFG00000020116	0.087597913	0.007611609	0.806933038	0.987674317	0.127745067	0.000895842	0.221001786	0.857351709
ENSCAFG00000004835	0.815012309	0	0	0.015414157	0.004504117	0.002969955	0	0
ENSCAFG00000008433	0.008810381	0	0.83326595	0.24627364	0.045361946	0.756417409	0.000276124	0.630746518
ENSCAFG00000007985	0.04547575	0.948511075	0.018261201	0.009148243	0.110252998	0	0.310841327	0.948658565
ENSCAFG00000013541	0.236725654	0	0	0	0.000523669	0.004512009	0	0
ENSCAFG00000017916	0.00522	0.00874	0	0.191	4.42e-05	0.000221	0.00296	0
ENSCAFG00000012472	0	0	0.067375564	0.017052486	0.087941153	0.000209762	0.28148556	0.264489659
ENSCAFG00000004110	0.014694244	0	0	0.000943591	0.001081468	0	0.86267747	0.061483906
ENSCAFG00000011580	0.00614	0	0.0399	0.0175	0.0344	6.51e-05	0.906	0.238
ENSCAFG00000003267	0.03843992	0	1.00888021	0.33339136	0.11967377	0.03400739	0.16991301	0
ENSCAFG00000013479	0.1556237	0.449272	1.5519649	0.2811579	0.5043635	0.2016659	0.4673527	0.2504396
ENSCAFG00000009232	0.00233335	0	0.81706448	0.04931242	0.01066616	0	0.04415941	0.52087576
ENSCAFG00000006100	0.099093383	1.262079794	0.483211465	1.153181575	0.054650085	0.74754517	0.61348197	0.004185187
ENSCAFG00000006138	0.25073316	0.01231186	0.85235788	0.04923087	3.68079986	0.04406866	0.09507349	0.00464577
ENSCAFG00000006883	0.003954873	0.383080762	0.000368708	0.005854947	0.002621374	0.098334399	0.025406704	0
ENSCAFG00000008694	0.000198943	0.364900607	0.145243555	0	0.003472295	0	0	0
ENSCAFG00000007774	0.000581	0.287	0	0	3.72e-05	0.0496	0	0
ENSCAFG00000007758	0.000267438	0.461796305	0	0.006993871	0.000183278	0.015718582	0	0
ENSCAFG00000011905	0.420193187	0	0	0.008084433	0.002023493	0.0074786	0.006389347	0
ENSCAFG00000017342	0	0	0	0.00039506	0.001035721	0.601303747	0	0
ENSCAFG00000010853	0.098758545	1.213914497	0.052196686	0.21757438	1.577275204	0.062921555	0.00102601	0.002213039
ENSCAFG00000013979	0.00912	0	9.32e-05	0.000193	0.000327	0.439	0	0.00302
ENSCAFG00000017231	4.1518379	0.4542455	0.7247912	1.3435159	0.8454029	0.3591297	1.7828318	3.6840224
ENSCAFG00000010529	0.025139025	0.150463789	0.002401129	0.020874237	0.689242039	0.0239381	0.016861349	0.222346245
ENSCAFG00000011555	0.4784176	1.0129674	2.1974223	1.4939845	1.129125	0.225264	3.7577554	2.9804924
ENSCAFG00000017712	0.0036	0	0.000208	6.67e-05	0.00136	0.572	0	0
ENSCAFG00000003680	2.302790021	0	0.046850402	0.076549503	0.015727099	0.007495226	0	0
ENSCAFG00000020243	0.01813331	0.39421365	0.16698956	0.07135747	0.21869433	0.46260456	0.4557772	1.16127051
ENSCAFG00000020425	0	0	1.017967724	0.00472122	0.05179034	0.000547918	0	0
ENSCAFG00000019974	1.068213714	0	1.538383518	1.324545936	0.019749512	0.000261723	0	0
ENSCAFG00000047824	0.30074403	0	0.01844279	0	0	0	0.0361933	0
ENSCAFG00000017863	0.725727151	0	0.006955756	0.005251515	0.004891858	0	0.047218695	0.699257789
ENSCAFG00000018284	1.191440806	0	0.410435592	0.958615405	0.014561285	0.000229693	0.046357021	0
ENSCAFG00000018807	0.05456749	0	0.07519372	0.01578146	0.03260603	0.03362405	0.45177717	0.1529269
ENSCAFG00000015905	0.005252325	0.018515525	0.010643939	0.031952302	0.032156133	0.450636922	0.033158747	0
ENSCAFG00000004524	0.02022111	1.09964402	0.02021019	0.1073994	0.15731178	0.137151	0.72802784	0.59095543
ENSCAFG00000000075	0	0	0.000179406	0.01901368	0.000304096	0.265626876	0	0.002016498
ENSCAFG00000016351	0.02038804	0.56443073	0.05089857	0.0635626	0.05108755	0	0.06313931	0.25472125
ENSCAFG00000016071	0.1891056	0.1344562	2.7154264	0.2389222	2.8233463	1.4033077	0.4779895	0.4362286
ENSCAFG00000019246	0.1886425	0.5547211	0.2681781	0.2571106	0.8434657	0.2566939	0.5402456	0.2149903
ENSCAFG00000010846	0.5160638	0	0.3080475	0.2681149	0.0578869	0.1987604	0.2044899	1.0741365
ENSCAFG00000018590	0.000237593	0	0.000306158	0.00023756	0.000515984	0.5262984	0.000908137	0
ENSCAFG00000011915	0.03624389	0.37792033	0.02819128	0.04791128	1.50011374	0.01282725	1.38014527	0.17665438
ENSCAFG00000011911	0.03624389	0.37792033	0.02819128	0.04791128	1.50011374	0.01282725	1.38014527	0.17665438
ENSCAFG00000018540	0.001922897	0	0.000743532	0.000288286	0.003107202	0.830249565	0.00030592	0
ENSCAFG00000018195	0.617400474	0	0.000233561	0.000408662	0.003273876	0	0.000458862	0
ENSCAFG00000003620	0.28364697	0.78837361	1.54898159	0.03948649	1.96169292	0.21072509	0.75530958	0.80214984
ENSCAFG00000015945	0.120750007	0.658934467	0	0.004017334	0.029498529	0	0.047993019	0
ENSCAFG00000011002	0.121188614	0	1.296807567	2.011336717	0.005661772	0.000567836	2.437486446	2.025687384
ENSCAFG00000004097	0.045277856	0.001927546	0.004698044	1.701774254	0.008662032	0.003136486	1.207902233	0.003353748
ENSCAFG00000009811	0.03540631	0.62298905	1.04076147	0.02760734	0.76701673	0.01260143	0.24982451	0
ENSCAFG00000019772	0.00454515	0.005690032	0.003634958	0.004694972	0.002563367	1.788779209	0.002134134	0.010568398
ENSCAFG00000019841	0.02825223	0.335882737	0.02205741	0.005354879	0.000405489	0.000112376	0	0
ENSCAFG00000013336	0.233510842	0.810006752	0.015320726	0.001269809	0.007447074	0	0	0
ENSCAFG00000015259	0.117605347	0.017626083	0.006499831	0.045858331	3.65185534	0.074132931	0.057885056	0.004926632
ENSCAFG00000013353	1.1982118	0.2620524	0.3584231	0.277023	0.1422975	0.2087123	0.9052618	1.3712353
ENSCAFG00000013250	0.101151194	0	0.015824663	0.329356207	0.002692205	0.000946914	4.210803567	3.447469757
ENSCAFG00000013655	0.032996101	0	0.829393997	0.038570901	0.101328185	0.000861881	0	0
ENSCAFG00000012022	0.1083602	0.1301523	1.4116879	0.1767088	1.9504638	0.4729587	1.2745814	0.8714739
ENSCAFG00000016381	0.5233326	1.6476199	2.0812305	0.7675117	0.9962122	0.5330323	0.8416972	0.7903912
ENSCAFG00000016055	0.0293655	0	0.07539335	0.59411034	0.04453927	0.05572895	0.18063174	0
ENSCAFG00000003348	0.15621309	1.05731899	0.01478505	0.04905982	0.04066492	0	0.05497834	0
ENSCAFG00000009649	0.051759696	0	0	0.001745635	0.321709966	0	0	0.001107941
ENSCAFG00000003775	0.019302652	0	0	0.017404424	1.25570945	0.028970127	0.00078003	0.001341848
ENSCAFG00000003850	0.09775612	0.5070359	0.21553371	0.66429491	0.27417221	0.34449634	1.05218144	0.42274466
ENSCAFG00000017563	1.226501	1.978997	1.869957	1.570754	1.934874	1.979565	2.545184	3.11981
ENSCAFG00000002646	1.226501	1.978997	1.869957	1.570754	1.934874	1.979565	2.545184	3.11981
ENSCAFG00000007052	0.0125	0	0.254	0.245	2.46e-05	0	0	0
ENSCAFG00000005464	0.060282874	0.287116659	0.372863522	0.007800685	0.611023163	0.012037761	0.654272798	0.739208973
ENSCAFG00000006689	0.47559706	0	0.04137788	0.04363364	0.02462274	0.03906169	0.04334518	0.20086104
ENSCAFG00000014013	0.1264752	0.0996798	0.1472844	0.1210884	0.188566	0.1907517	1.2925032	1.0728487
ENSCAFG00000011012	0	0	0.000254775	0.013096886	0.241701301	0.019964359	1.136034932	0
ENSCAFG00000006414	0.081018069	0	0.704388263	0.004996084	0.003269872	0.009265713	0.01366266	0
ENSCAFG00000008205	0.128736136	0.084448923	0.000141403	4.6249e-05	0.013164792	0.00016179	0.462760216	0
ENSCAFG00000013568	0.058161754	0	2.116287593	0.010605178	0.264736535	0.000172245	0.001142042	0
ENSCAFG00000001907	0.730847048	0	0.014928286	0.001863444	0.001670304	0	0	0.023119623
ENSCAFG00000009880	0.001110172	0.500663645	0.000747269	0.037274658	0.005649636	0	0.000458862	0
ENSCAFG00000010626	0.09392456	0	0	0.01573608	0.01671777	0	0.54343874	0.67363426
ENSCAFG00000008804	0.000237593	0	0.000542217	0.000288101	0.000226498	0.343034846	0	0.003964987
ENSCAFG00000010833	0	0.746480872	0.000250143	0.000658883	0.055465328	0	0.076147517	0
ENSCAFG00000019081	0.01860044	0.32562024	0.0284618	1.03945773	0.04164084	0	0.24732648	0.62458482
ENSCAFG00000006975	0.11519047	0.13157615	0.70062673	1.00870637	0.02247884	0.18899933	0.04035562	0
ENSCAFG00000009293	0.01244146	1.539539137	0.063840907	0.000618228	0.059188873	0.457753673	0.003187367	0.003964987
ENSCAFG00000000611	0.002152006	0.314223464	0	0	0.046666063	0	0	0
ENSCAFG00000023455	0.000658	0	0	7.81e-05	7.99e-06	0.536	0	0
ENSCAFG00000018299	0.0151201	0.04409691	0.38167791	0.06895266	0.05577666	0.04830077	0.02006424	0.02728185
ENSCAFG00000000235	0.022647888	0	0.048766009	0.570486066	0.008787302	0.000286246	0	0
ENSCAFG00000016956	0	0	0.000181	0	2.46e-05	0	0.724	1.08
ENSCAFG00000024882	0.434351778	0	0	0.010881345	0.001351635	0	0	0
ENSCAFG00000001215	0.0397	3.41	0.0346	0.000709	9.77e-06	0	0	0
ENSCAFG00000002037	0.073929868	0.001355846	0.672291691	0.069519516	0.008153105	1.486167194	0.001773851	0
ENSCAFG00000002078	0.008095007	0.001927546	0.095622205	0.352905274	0.014575267	0.142774549	1.167840669	0.014660517
ENSCAFG00000005828	0.008095007	0.001927546	0.095622205	0.352905274	0.014575267	0.142774549	1.167840669	0.014660517
ENSCAFG00000000391	0	1.47	0	0	8.95e-05	0	0	0
ENSCAFG00000016309	0.000806751	0.001599166	0.005788063	0.00215887	0.00237035	0.410702711	0	0
ENSCAFG00000001565	0.170803279	0.069780639	0.000174377	0.000299224	0.004114807	0.01365875	0.302201676	0.101476112
ENSCAFG00000001444	0	0	0.00071202	0.00026689	0.000673341	0.53199677	0.002180813	0.003989237
ENSCAFG00000003096	0.22563461	0	0.0293583	0	0.01451697	0	0	0
ENSCAFG00000001114	0.05886902	0.002272472	0.082079001	0.824488971	0.03022706	0.457186792	0.087877246	0.001341848
ENSCAFG00000011388	0.008084096	0.007456291	0.133120888	0.03877221	0.007841007	0	0	0
ENSCAFG00000017081	0.77124208	0	0.020151802	0.028312667	0.003517608	0	0	0
ENSCAFG00000005337	0.05213162	0.34992477	0.60604653	0.19135054	0.10890918	0	0	0
ENSCAFG00000010024	0.000311	0	0.0152	7.42e-05	0.00165	1.22	0.000239	0
ENSCAFG00000009001	0.01308802	0.53286082	0.01260007	0.0112984	0.02253556	0.01247423	0	0.1405855
ENSCAFG00000007299	0.246027377	0	0.00499064	0.003025447	0.000807109	0	0	0
ENSCAFG00000001669	0.00086357	0.289116684	0.001679932	0.01026836	0.026477816	0.099822393	0.026493766	0
ENSCAFG00000003663	0.8144462	3.1918177	0.511181	0.2010004	6.4325616	1.1403791	1.7153368	2.5007752
ENSCAFG00000019633	0.02819699	1.01969348	1.38693324	0.9791035	0.14665661	0.23316768	0.77554355	0.74863932
ENSCAFG00000007247	2.248642572	0	0.040046682	0.096488564	0.017448087	0.006622493	0.039701557	0
ENSCAFG00000010310	0.02785971	0.14523531	0.08260657	0.01042944	0.04599591	0.08310013	0	0.74013921
ENSCAFG00000031204	0.002153735	0.088886837	0.002236251	0.031450272	0.120722723	1.313175891	0.028475001	0.002497052
ENSCAFG00000006768	0.012842176	0.829060587	0	0	0.000196922	0	0.211731034	0
ENSCAFG00000007838	0.3223359	0.5581131	0.61817892	0.06958882	3.66744554	0.06806051	2.33003491	2.66191619
ENSCAFG00000013844	0.068265674	2.491128661	0.393767939	0.011793372	0.042019842	0.002826703	0	0
ENSCAFG00000005527	0.01327377	0.22145792	0.02171129	0	0.01035199	0	0	0
ENSCAFG00000046360	0.06238765	1.50477663	0.06366917	0.09773569	0.23081827	0.2928394	0.21909336	0
ENSCAFG00000025083	0.06238765	1.50477663	0.06366917	0.09773569	0.23081827	0.2928394	0.21909336	0
ENSCAFG00000010910	0.002462395	1.336954386	0.018935009	0.067499284	0.058722026	0.001595448	0.001033087	0.001006917
ENSCAFG00000011147	0.213422437	0.159588571	2.027278673	2.896066933	0.020349497	0.000892441	2.23347764	1.151286853
ENSCAFG00000029322	0.02035758	0	0	0	0.01501706	0.02779857	0.08982996	0.42096067
ENSCAFG00000013162	0.067261234	0.264630009	0.015141867	0.035488535	0.043914579	0.000289626	0.490554252	3.769998017
ENSCAFG00000014609	0.003519747	0.001355846	0.022543697	0.004243936	0.003621752	1.120908897	0.00098393	0
ENSCAFG00000011504	0	0	0.000923172	0.001317615	0.000985958	0.787440307	0	0.002016498
ENSCAFG00000008497	0.000197306	0	1.849487384	0.02656088	0.019496536	0.000172245	0.001197497	0
ENSCAFG00000032530	0.002080869	0	0.000123591	0.000213808	0.001284043	0.269052597	0	0
ENSCAFG00000004402	0.3018257	2.840845809	0.061770765	0.082384317	1.068068078	0.000856392	0.774653919	1.579837914
ENSCAFG00000005886	0.016886488	0.006582664	0.496556095	0.319415378	0.03219214	0.034225806	0.158868414	0.374223169
ENSCAFG00000030448	0	0.680360165	0.003217603	0	0.000761377	0	0.000180894	0
ENSCAFG00000012694	0.29094564	1.689611612	0.000516784	0.005348208	0.007009667	0.000553946	0.074127068	0.076516541
ENSCAFG00000013167	0.512337213	0.023319665	0	0.033886601	0.002324789	0	0.131741483	0.692513158
ENSCAFG00000004845	0.154284378	0	0	1.063117666	0.008010869	0.004401362	0.032501477	0
ENSCAFG00000030997	0.019128556	0	0.123837563	0.006154622	0.026179419	0	0.167004665	1.58634244
ENSCAFG00000012789	0.047069255	0.003892679	0.000479129	0.000364309	0.000350684	0.738197911	0	0
ENSCAFG00000007768	0.289721791	0	0	0.000425337	0.070024722	0	1.087077322	0.776536476
ENSCAFG00000032412	0.065095039	0	0.548715051	0.977796901	0.07848753	0.489548051	0.109061736	0.002016498
ENSCAFG00000023427	0	0	0	0.000153278	0.042703774	0	0.372547195	1.769996432
ENSCAFG00000012530	0.006664642	0.092838552	1.095505812	0.125524833	0.055655349	0.002024317	0.023409862	0
ENSCAFG00000014739	0.001641686	0	0.002073872	0.012361904	0.051327041	0	0.43798577	0.317967207
ENSCAFG00000004692	0.050903571	0.151074099	0.006728207	0.024479881	0.024939339	0.527006439	0.021111915	0
ENSCAFG00000009537	0.43867074	0.99079909	0.02249302	3.30976204	2.41221241	0.03440949	3.12024485	4.08139904
ENSCAFG00000000958	1.110681696	0.001927546	0.329449131	1.403848084	0.287844116	0.032239469	0	0.003422486
ENSCAFG00000005870	0.07144899	0	0.26622507	0.736318923	0.00229018	0.248418069	0.000180894	0.002016498
ENSCAFG00000007158	0.0542	0	0.0281	4.08e-05	1.18e-05	0	0.237	0.159
ENSCAFG00000001101	0.055243349	0	0.189025289	0.087736229	0.048654233	0.000927177	0.402628313	0.050096052
ENSCAFG00000010676	0.012798102	0	0	0.001149487	0.000105605	0.360955202	0.000450879	0
ENSCAFG00000032289	0.016957444	0	0.910989414	0.331274604	0.090511712	0.003440143	0.045772621	0.47854311
ENSCAFG00000029982	0.20716987	0	0.08734826	0.25698452	0.01528181	0.06633697	0.02636645	0.75558448
ENSCAFG00000007131	0.001167008	0.001599166	0.076137795	0.096368335	0.012029033	0.246175961	0.042683021	0.339951114
ENSCAFG00000010864	0.027097737	0	0	0.002776715	0.000106923	0	0.225085098	0.360790993
ENSCAFG00000001093	0.074070397	0.118129199	0.031761306	0.123752687	0.055111753	0.923507956	0.025344459	0.001155204
ENSCAFG00000007111	0	1.257382178	0.004145219	0	0.167971601	0.000913247	0	0
ENSCAFG00000029265	0	0	0	0.01169051	0.01081474	0.02431402	0.24021341	0.26493648
ENSCAFG00000011022	0.052142754	0	0.2602058	1.055869126	0.000976663	0	0	0
ENSCAFG00000009506	0.045537618	0.423051232	0.094087946	0.035030219	0.942719766	0.003675894	0	0
ENSCAFG00000001930	0.237343849	0	0.742676434	0.055057448	0.006173213	0	0.00893293	0.216109177
ENSCAFG00000043502	1.903222942	0	0.047208279	0.059791763	0.008244461	0.031801508	0.065805027	0
ENSCAFG00000003339	0.700550628	0	0	0.001848802	0.000162153	0	0	0.172917777
ENSCAFG00000007475	0.740167975	1.411010147	0.152059696	0.124913677	0.007379567	0.018201385	0.125296292	2.373415386
ENSCAFG00000037735	0.573085	2.055744	2.989499	3.866539	2.101575	3.987446	2.600972	1.502335
ENSCAFG00000008418	0	0.379451481	0	0.000263182	0	0	0	0
ENSCAFG00000008482	0.855779977	0.002689985	1.022003573	1.877301831	0.47885296	0.000479331	0.034921517	0.003989237
ENSCAFG00000024758	0.03492631	0.03588376	0.10909328	0.0866847	0.7600249	0.03075155	0.03556996	0
ENSCAFG00000004521	0.0408329	0.19430765	0.25468879	0.44257247	0.03876878	0.01449098	0	0
ENSCAFG00000004360	0.892532981	0.181032029	0.018435232	0.079187834	0.003906653	0.088480961	0.021559443	0.039820295
ENSCAFG00000004895	1.1005819	2.8197862	0.4639455	0.429177	0.7198999	0.5838229	0.4803774	0.3995505
ENSCAFG00000031914	1.1005819	2.8197862	0.4639455	0.429177	0.7198999	0.5838229	0.4803774	0.3995505
ENSCAFG00000008880	0.000141611	0	0	0.000384626	0.000196791	0.259679486	0.000472566	0
ENSCAFG00000014025	3.801026056	0.005569051	0.002669568	0.079916725	0.015513595	0.024519156	0.109335518	0
ENSCAFG00000000885	0.03612231	1.65216606	0.03278218	0.17993758	0.22603612	0.18928157	0.02280304	0
ENSCAFG00000018275	0.126809236	0	0.014413278	0.000591232	0.002759883	0.006507542	0.136675289	0.305187566
ENSCAFG00000001131	0	0	0.000434652	0.000665722	0.000629921	0.604744988	0.000472566	0
ENSCAFG00000008589	1.79207347	2.13602003	0.04227156	0.45600935	0.06536921	0.04069728	2.09910844	0.63266119
ENSCAFG00000014051	0.702182004	1.115446644	0.594732212	2.39167343	0.153730868	0.003581982	0.082702543	0.442089697
ENSCAFG00000006229	0.007466023	0.563877173	0	0.423374029	0.008745967	0	0.434979634	0.1352544
ENSCAFG00000020052	0.015513118	0	0.48543748	0.038849304	0.04651378	0.069390638	0	0.001341848
ENSCAFG00000016887	2.86525695	0	0.02141149	0.1355543	0.02889611	0.03813176	0.03379238	0.06047763
ENSCAFG00000025279	0	0	0	5.56e-05	5.64e-06	0.0214	0.0264	0.222
ENSCAFG00000005002	0.112568148	0.002392385	0.006866992	2.236391684	0.005406807	0.000225865	0.093354278	0
ENSCAFG00000006371	0	0	0.220044361	0	0.010856509	0.000129805	0	0
ENSCAFG00000011197	0.001574407	0.920136566	0.281984833	0.044153415	0.934954114	0.016684595	0.714928016	0.194945203
ENSCAFG00000020152	0.001952729	0.6696597	0	0	0.003846265	0	1.404362528	0.090201979
ENSCAFG00000016655	0.00541	0	0	0.000295	0.00655	8.71e-05	0.0553	0.504
ENSCAFG00000018303	0.338331	0.1833263	0.7834928	1.1283151	0.0038409	0.1123367	0.1247724	0
ENSCAFG00000009912	0.031308652	0	0.310101355	0.375337736	0.001658273	0.000172245	0.000802987	0
ENSCAFG00000009978	0.134240435	0.001664448	0.360458398	0.916877557	0.077242154	0.325548074	0.13805917	0.133735485
ENSCAFG00000018083	0.02380846	0.04606891	0.42802536	0.03691348	0.06398726	0.15155214	0.05218452	0
ENSCAFG00000004319	0	0	0.0122	0.00012	0.00177	9.49e-05	0.161	0
ENSCAFG00000010401	0.003519732	0	0	0.018068547	0.000790595	0	0.017495811	0.211203277
ENSCAFG00000012671	0.407372401	0	0	0.005000812	0.001518897	0	0	0
ENSCAFG00000018331	0.09655936	0	0.01899647	0.0410252	0.69639986	0.49136953	0.19372973	0
ENSCAFG00000019567	0.240234066	0	0	0.012790069	0.002606125	0	0	0
ENSCAFG00000019572	0.034136564	0.121813159	0	0.004719569	0.514864602	0.000166119	0.33355658	0
ENSCAFG00000011366	0.188452936	0.003382595	0	0.144177735	0.013810821	0.006073279	0.113381152	0.502722903
ENSCAFG00000010144	0.01246193	0	0.54457834	0.01402003	0.06726263	0	0.20412432	0
ENSCAFG00000012666	0.26600451	0.00309777	1.07202347	1.56365403	0.02561329	0.12418262	0.16030336	0.01331663
ENSCAFG00000012878	0.005777582	0.001664448	0.001381919	0.008062298	0.00658215	2.398995397	0.007178404	0.007935495
ENSCAFG00000030784	0.565658086	0	0	0.023730874	0.000131032	0.002711247	0	0
ENSCAFG00000029227	0.08912667	2.08297888	0.35252714	0.90026585	0.34931467	0.21578579	0.25266257	2.09534928
ENSCAFG00000014639	0.015175455	0.003382595	0.015625964	0.009826736	0.008921357	3.291142158	0.005493999	0.024025419
ENSCAFG00000009596	0.00060568	0.100002792	0.029923796	0.000961441	0.003885156	0.418717047	0.036201375	0
ENSCAFG00000012181	4.65753298	0.45807024	0.1955407	0.5687385	0.09505487	0.14649197	0.25889095	0
ENSCAFG00000014220	0.08143022	0.27373244	0.2970277	0.01806255	1.25195097	0.07344818	0.28350062	0.76793775
ENSCAFG00000011434	0.11009433	0.05354042	0.15004086	0.14244441	0.11382445	0.10360981	0.48483797	0.23189714
ENSCAFG00000012998	0.01561598	0	0.04080603	0.15478848	0.5643267	0.02739003	0	0
ENSCAFG00000010445	1.462496628	0	0.000189153	0.047808096	0.04569375	0.019645032	0.034432709	0.002295913
ENSCAFG00000023249	0.239224765	0	0.000225421	0	0.000471936	0	0.019265095	0
ENSCAFG00000011039	0.004705837	0	0.000763594	0.010052338	0.00367708	1.261411931	0.000741311	0.001006917
ENSCAFG00000012228	0	1.286115585	0.000411464	0.005069658	0.010135098	0.001862191	0.032370041	0
ENSCAFG00000020045	0.000113232	0	0.376403068	0.188266984	0.000803987	0.00496553	0.036543934	0
ENSCAFG00000047193	0	0.659320692	0.019932799	0.007703117	0.092728925	0	0.024740115	0
ENSCAFG00000016844	0	0.659320692	0.019932799	0.007703117	0.092728925	0	0.024740115	0
ENSCAFG00000013783	0	0	0.000261156	0.000551495	0.000215462	0.447366026	0.000693948	0.002016498
ENSCAFG00000013600	0.014742168	0	0.000238887	0.000109522	0.061171567	0	0.390117271	0.380092982
ENSCAFG00000013618	0.559351898	0	0.000137948	0.027255045	0.000840859	0	0.000196617	0
ENSCAFG00000016584	0	0	0.000306158	0.000105633	0.000237398	0.278913898	0.000674571	0
ENSCAFG00000001289	0.175352352	0.001599166	1.560347399	2.795549025	1.037116169	2.037341198	0.475166308	0.013562411
ENSCAFG00000006578	1.77027548	0.03266326	0.02070949	0.10000486	0.03049467	0.0411678	0.0882456	0
ENSCAFG00000016530	0.01572454	0	0.00790615	0.01495378	0.05685818	0.01903901	0.76406931	0.12000888
ENSCAFG00000005112	0.064258027	0.001498604	0.013533347	0.015262591	1.379888147	0.020059283	1.884049325	0.57224928
ENSCAFG00000014429	0.118978274	0	0.342877162	2.167830439	0.011629703	0.04030623	0.095866262	0.001155204
ENSCAFG00000015968	0.028964088	0	0.05276391	0.463738419	0.007620454	0	0.011932313	0
ENSCAFG00000015868	0.18006907	0.51852339	0.02020992	0.06069268	0.05828925	0.01743977	0.09717502	0
ENSCAFG00000018961	0.546586371	0	0.012007937	0.005303226	0.02020333	0	0	0.357094652
ENSCAFG00000019753	0.049844174	0	0.00074056	0.838188072	0.002189569	0	0.017126916	0
ENSCAFG00000016363	0.004728785	0	0.00021205	0.029976408	0.509877503	0.000585648	0.001150781	0
ENSCAFG00000011247	0.010672626	0.006443537	0.009150541	0.015273235	0.006613199	2.924418436	0.001997867	0.018822576
ENSCAFG00000019269	0.11168185	1.25173762	0.76604406	0.13807588	2.26210139	0.08121042	0.703154	0.42302165
ENSCAFG00000019477	0.000199231	0	0.357521577	0.002036871	0.031300569	0	0.08190671	0
ENSCAFG00000023117	0.3128364	0.8923761	1.7142248	0.4918659	1.5785116	0.1217703	0.9419454	0.5117908
ENSCAFG00000019958	0.00625	0.206	0.00059	0.00406	2.9e-05	0	0	0
ENSCAFG00000011857	0	0	0.0449	8.91e-05	0.0083	1.06	0.0604	0
ENSCAFG00000013180	0.095844946	0.001927546	0.047558139	0.031283167	0.916891435	0.001545579	0.704562624	0.18643842
ENSCAFG00000013079	0.0597494	1.16894102	0.03333854	0.0192028	1.02865272	0.01527238	0.70469919	0.24726093
ENSCAFG00000019764	0.00509	0	0.268	8.02e-05	0.00187	0.0313	0	0
ENSCAFG00000008098	0	0.652	0	0	1.17e-05	0	0	0
ENSCAFG00000009183	0.431454993	0	0	0	0.000638004	0	0	0
ENSCAFG00000002006	0	0.219203682	0	0	0.001264585	0	0	0
ENSCAFG00000011834	0.009740563	0	0.450936874	0.179488322	0.000337397	0.119246478	0.637383627	0
ENSCAFG00000011682	0.773078615	0.001664448	0.000560005	0.01250354	0.00508192	0	0	0
ENSCAFG00000010032	0.003257997	0.001927546	0.001151874	0.001566476	0.001309749	0.752561875	0.000450879	0.018590446
ENSCAFG00000006550	0.011871349	0	0.158284659	0.038621353	0.000221177	0.550229092	0.003033	0.003964987
ENSCAFG00000012086	0.011300367	0.005092859	0.008911772	0.013912122	0.010066686	2.641666483	0.004361684	0.037261265
ENSCAFG00000031380	0.069972753	0.00113142	0.077929387	0.016711713	0.966959408	0.000473237	0.075040309	0.512681622
ENSCAFG00000024695	0.00040349	0	0.000467991	0.00047303	0.001076365	0.935075759	0.00032536	0.00514385
ENSCAFG00000003271	0.5472234	0	0	0	0	0	0	0
ENSCAFG00000012226	0.01417192	0.190668666	0.045485185	0.004540083	0.497313363	0.015472426	0.351151534	0
ENSCAFG00000006531	0.287712034	0	0	0.008010616	0.001776343	0	0	0
